timestamp,value1
1339261200,3.4020448525e+07
1339261500,1.8406509015e+07
1339261800,1.3551101702e+07
1339262100,1.0942669565e+07
1339262400,8.9584420948e+06
1339262700,1.0100165465e+07
1339263000,2.1549379874e+07
1339263300,3.0421856094e+07
1339263600,2.3394808831e+07
1339263900,7.8574193516e+06
1339264200,5.5150012229e+06
1339264500,7.3971364064e+06
1339264800,4.5114329445e+06
1339265100,1.0900310348e+06
1339265400,4.7764890616e+06
1339265700,6.7174021960e+06
1339266000,1.1950794616e+07
1339266300,1.7155892673e+07
1339266600,1.1824689375e+07
1339266900,1.2864041432e+07
1339267200,2.0161527641e+07
1339267500,2.4434391174e+07
1339267800,9.5506885883e+06
1339268100,2.9978134032e+06
1339268400,6.0682155026e+06
1339268700,1.0095107419e+07
1339269000,1.0694283917e+07
1339269300,8.7802776443e+06
1339269600,4.9449064496e+06
1339269900,7.5943834897e+05
1339270200,3.3042847534e+06
1339270500,1.5304266236e+07
1339270800,1.8843216962e+07
1339271100,6.6386580719e+06
1339271400,1.1202729658e+07
1339271700,1.4372780345e+07
1339272000,9.4109532080e+06
1339272300,3.9483476340e+06
1339272600,8.9241232732e+06
1339272900,9.5052579236e+06
1339273200,5.2269111040e+06
1339273500,4.0720031804e+06
1339273800,5.7489779720e+06
1339274100,6.4156604387e+06
1339274400,3.8954565079e+06
1339274700,3.8362221423e+06
1339275000,4.0532033353e+06
1339275300,6.7080360131e+06
1339275600,2.0712916682e+07
1339275900,3.0266519963e+07
1339276200,2.2878473099e+07
1339276500,1.7558551633e+07
1339276800,2.4201603138e+06
1339277100,3.6195132742e+06
1339277400,5.9096626658e+06
1339277700,5.3449486683e+06
1339278000,1.3007586292e+07
1339278300,1.2934819852e+07
1339278600,2.8545556819e+06
1339278900,6.0651259000e+05
1339279200,2.0627993394e+05
1339279500,4.2049136411e+06
1339279800,1.0662470967e+07
1339280100,7.1542166973e+06
1339280400,2.4718006008e+06
1339280700,5.5219586512e+06
1339281000,4.5153071734e+06
1339281300,4.1007969719e+06
1339281600,3.9806634433e+06
1339281900,4.0557790322e+06
1339282200,4.2690069303e+06
1339282500,4.1546425323e+06
1339282800,4.3006998212e+06
1339283100,4.8854929345e+06
1339283400,5.4403021900e+06
1339283700,4.4622076871e+06
1339284000,7.4908240953e+06
1339284300,1.4843424937e+07
1339284600,1.4289312277e+07
1339284900,4.0038702826e+06
1339285200,2.4786867126e+06
1339285500,6.3488406811e+06
1339285800,1.4421274695e+07
1339286100,1.8143083979e+07
1339286400,4.3772044571e+06
1339286700,1.2590829739e+07
1339287000,2.8597316139e+07
1339287300,2.0463854028e+07
1339287600,1.2409862136e+07
1339287900,7.1744050044e+06
1339288200,1.0713913137e+07
1339288500,1.0608437819e+07
1339288800,8.4618733780e+06
1339289100,1.8500967004e+07
1339289400,2.1155715748e+07
1339289700,1.7401012645e+07
1339290000,2.0347197179e+07
1339290300,4.0046342821e+06
1339290600,2.5962572600e+06
1339290900,3.2108034751e+07
1339291200,9.1124584013e+07
1339291500,6.9564895696e+07
1339291800,7.5614405068e+06
1339292100,7.0460979435e+06
1339292400,5.1853799941e+06
1339292700,5.5616977235e+06
1339293000,5.6018234369e+06
1339293300,5.5432542158e+06
1339293600,5.6649969312e+06
1339293900,6.6492295762e+06
1339294200,1.5856795949e+07
1339294500,2.1099572105e+07
1339294800,3.5177237981e+06
1339295100,5.8085258689e+05
1339295400,3.9363572833e+06
1339295700,1.0048815809e+07
1339296000,1.0588348545e+07
1339296300,1.3088707499e+07
1339296600,1.4077256827e+07
1339296900,1.4189796809e+07
1339297200,1.6303687960e+07
1339297500,1.3369180611e+07
1339297800,6.5904407999e+06
1339298100,6.4737646100e+06
1339298400,6.2915338972e+06
1339298700,3.5412503953e+06
1339299000,2.9048776645e+05
1339299300,2.4217918002e+05
1339299600,5.3174600235e+06
1339299900,9.7233011750e+06
1339300200,4.2304402744e+06
1339300500,9.3065226943e+06
1339300800,7.7882155573e+06
1339301100,8.5284954056e+06
1339301400,1.9773513711e+07
1339301700,1.3915486874e+07
1339302000,9.5176222383e+06
1339302300,1.7748325622e+07
1339302600,1.7649690116e+07
1339302900,1.6720976482e+07
1339303200,8.2255725941e+06
1339303500,2.2628841308e+06
1339303800,5.1474472868e+06
1339304100,9.8683092792e+06
1339304400,2.4005837564e+07
1339304700,3.9648719912e+07
1339305000,2.1685737752e+07
1339305300,5.2946004559e+06
1339305600,7.1051782345e+06
1339305900,1.1130041491e+07
1339306200,7.2029123922e+06
1339306500,9.1873968827e+06
1339306800,1.2325743048e+06
1339307100,2.7256108542e+06
1339307400,5.3444775443e+06
1339307700,9.8559978263e+06
1339308000,8.6372785435e+06
1339308300,1.0060684703e+07
1339308600,1.1866010326e+07
1339308900,8.0852359141e+06
1339309200,1.4272473369e+07
1339309500,1.4310848870e+07
1339309800,7.2269750903e+06
1339310100,1.0407998219e+06
1339310400,3.6154275537e+06
1339310700,1.1048070356e+07
1339311000,1.0916637969e+07
1339311300,2.9500347369e+06
1339311600,1.0185691123e+06
1339311900,2.6082726212e+06
1339312200,2.3530020603e+06
1339312500,6.5786473298e+05
1339312800,5.1802837182e+06
1339313100,1.0677799771e+07
1339313400,8.9007067707e+06
1339313700,4.6597155227e+06
1339314000,5.0540837516e+05
1339314300,1.9343914239e+06
1339314600,9.8929110417e+06
1339314900,1.6312293752e+07
1339315200,7.2446532838e+06
1339315500,1.4057580398e+06
1339315800,2.6708137405e+06
1339316100,6.3060818431e+06
1339316400,7.9208993078e+06
1339316700,2.4794063089e+06
1339317000,7.5999186127e+06
1339317300,1.4188545352e+07
1339317600,1.4667847685e+07
1339317900,1.4196180277e+07
1339318200,3.8097554914e+06
1339318500,2.0885176838e+06
1339318800,2.9847533795e+05
1339319100,2.8274810405e+05
1339319400,3.3553358834e+05
1339319700,9.9333684705e+06
1339320000,1.3842800753e+07
1339320300,1.7298907501e+05
1339320600,2.9938085471e+05
1339320900,3.2478035530e+06
1339321200,7.8291366984e+06
1339321500,2.2027610214e+06
1339321800,1.6524299602e+05
1339322100,1.6969782075e+05
1339322400,1.7915901887e+05
1339322700,3.0667075525e+05
1339323000,3.6963303579e+06
1339323300,6.5150978083e+06
1339323600,5.6884086527e+06
1339323900,6.4611633764e+06
1339324200,1.1261328574e+06
1339324500,1.7236822120e+05
1339324800,1.7872387698e+05
1339325100,1.8728542417e+05
1339325400,1.6881220453e+05
1339325700,2.9736101957e+05
1339326000,4.7264629328e+05
1339326300,4.6816454219e+06
1339326600,6.4456538730e+06
1339326900,1.8168493352e+05
1339327200,1.8506949636e+05
1339327500,2.0133661019e+05
1339327800,3.3307929327e+05
1339328100,5.7360373432e+05
1339328400,8.6745144207e+06
1339328700,1.2346445727e+07
1339329000,5.1263851779e+06
1339329300,6.1734467387e+06
1339329600,2.5704963660e+07
1339329900,4.5500230212e+07
1339330200,2.1621198932e+07
1339330500,8.0999160210e+06
1339330800,1.3221810881e+06
1339331100,3.3611993570e+06
1339331400,1.0481035954e+07
1339331700,1.3883648544e+07
1339332000,1.1194512801e+07
1339332300,5.9739266848e+06
1339332600,5.5492505684e+06
1339332900,4.6506360079e+06
1339333200,2.3795257618e+06
1339333500,1.0720168075e+07
1339333800,1.4387157271e+07
1339334100,2.7570285710e+06
1339334400,2.9921510917e+06
1339334700,7.2656072495e+06
1339335000,2.7135899145e+06
1339335300,7.1046017811e+06
1339335600,1.0445762215e+07
1339335900,1.0598687831e+07
1339336200,1.3715832882e+07
1339336500,2.1042801194e+05
1339336800,1.6850773061e+05
1339337100,2.9773469294e+06
1339337400,8.1481732018e+06
1339337700,5.7097707732e+06
1339338000,5.3796005939e+06
1339338300,1.7129789942e+07
1339338600,1.7822296087e+07
1339338900,6.4828120871e+06
1339339200,1.0276802144e+07
1339339500,7.2325953914e+06
1339339800,9.3712844224e+06
1339340100,9.0497486752e+06
1339340400,2.0123405987e+06
1339340700,1.0378067339e+07
1339341000,1.8355282361e+07
1339341300,1.0625254513e+07
1339341600,5.1171362694e+06
1339341900,6.7132943041e+06
1339342200,2.4875757022e+05
1339342500,2.4907998581e+06
1339342800,6.0790457513e+06
1339343100,3.8531380413e+06
1339343400,8.0215160778e+05
1339343700,1.3575343725e+06
1339344000,5.1804719536e+06
1339344300,7.2936963856e+06
1339344600,1.5910688564e+06
1339344900,5.8171598582e+06
1339345200,5.8392535733e+06
1339345500,1.9543770685e+05
1339345800,2.1854529278e+05
1339346100,2.5882498190e+05
1339346400,2.8503836069e+05
1339346700,3.3195823078e+06
1339347000,4.8057521769e+06
1339347300,7.7387558520e+05
1339347600,1.0033980861e+06
1339347900,2.5793934439e+06
1339348200,7.1581196989e+06
1339348500,1.8266312385e+07
1339348800,2.0828604858e+07
1339349100,8.9082024528e+06
1339349400,4.4630760063e+06
1339349700,4.9250692085e+06
1339350000,7.5490833440e+06
1339350300,2.0508989207e+06
1339350600,1.2002179016e+06
1339350900,8.7413902256e+05
1339351200,5.1719590692e+06
1339351500,1.1846341478e+07
1339351800,7.7551845636e+06
1339352100,6.0957543324e+06
1339352400,2.4623216801e+07
1339352700,3.7858987949e+07
1339353000,3.0459008262e+07
1339353300,1.8861713814e+07
1339353600,1.8040652661e+07
1339353900,1.8871745577e+07
1339354200,2.1785023389e+06
1339354500,4.1365615587e+06
1339354800,1.0383950946e+07
1339355100,9.0594261171e+06
1339355400,3.2976953644e+06
1339355700,5.1610124606e+06
1339356000,6.7786960459e+06
1339356300,1.6896791205e+06
1339356600,4.1968078370e+06
1339356900,7.2876711004e+06
1339357200,8.6044215486e+06
1339357500,1.8152188451e+07
1339357800,3.1607931397e+07
1339358100,3.8869916874e+07
1339358400,5.5870694332e+07
1339358700,6.1737553367e+07
1339359000,5.1845202231e+07
1339359300,3.4776156590e+07
1339359600,3.0966612115e+07
1339359900,2.1104678052e+07
1339360200,1.1328671525e+07
1339360500,7.9024914303e+06
1339360800,5.8132995169e+06
1339361100,9.7189707401e+06
1339361400,4.9262874553e+06
1339361700,4.6438712473e+06
1339362000,8.9723579084e+06
1339362300,4.4327887175e+06
1339362600,1.2223521399e+06
1339362900,1.5888853093e+07
1339363200,3.4831603539e+07
1339363500,2.2692753840e+07
1339363800,2.7467069862e+06
1339364100,1.9916074767e+06
1339364400,6.0708566153e+06
1339364700,1.1527485896e+07
1339365000,1.3626395599e+07
1339365300,8.3843601187e+06
1339365600,3.8640257913e+06
1339365900,3.7415772506e+06
1339366200,8.5780834942e+05
1339366500,5.4830699635e+06
1339366800,1.0446291811e+07
1339367100,5.3602010491e+06
1339367400,6.7818969547e+06
1339367700,9.3128264400e+06
1339368000,1.0141666896e+07
1339368300,1.5219439104e+07
1339368600,5.1754225607e+06
1339368900,1.1557396619e+07
1339369200,3.5598097814e+07
1339369500,5.7151767565e+07
1339369800,5.5402874871e+07
1339370100,5.0185691867e+07
1339370400,3.9260903318e+07
1339370700,1.0484683907e+07
1339371000,2.8602377813e+06
1339371300,6.7698920049e+05
1339371600,5.6118412895e+06
1339371900,8.9095352011e+06
1339372200,7.3527340186e+06
1339372500,1.1079845356e+07
1339372800,8.1215894125e+06
1339373100,9.4041093131e+06
1339373400,1.1013026326e+07
1339373700,1.5799412468e+07
1339374000,1.4258384963e+07
1339374300,6.4812625984e+06
1339374600,1.0484352116e+07
1339374900,7.0757361230e+06
1339375200,2.3905603389e+06
1339375500,1.3407611018e+06
1339375800,2.1227146960e+06
1339376100,2.3356529535e+05
1339376400,2.2358760643e+05
1339376700,5.6629359850e+06
1339377000,2.0184076079e+07
1339377300,2.0208931982e+07
1339377600,1.2760758770e+07
1339377900,1.3093324229e+07
1339378200,1.3000572677e+06
1339378500,1.8829848203e+05
1339378800,1.6633638301e+05
1339379100,1.4590091980e+05
1339379400,1.4377433028e+07
1339379700,5.5826062300e+07
1339380000,8.6419686142e+07
1339380300,8.8754553000e+07
1339380600,8.6308128011e+07
1339380900,7.0872886402e+07
1339381200,2.9189646397e+07
1339381500,2.5755174551e+06
1339381800,5.8384643939e+06
1339382100,3.5531634030e+06
1339382400,4.3976834391e+05
1339382700,4.3423066320e+05
1339383000,1.5020226507e+06
1339383300,8.5156270775e+06
1339383600,1.8987726338e+07
1339383900,1.4465699396e+07
1339384200,2.1203277299e+06
1339384500,4.7339652508e+05
1339384800,3.4716632103e+05
1339385100,5.3009437104e+05
1339385400,2.1098606980e+06
1339385700,2.3580224940e+06
1339386000,1.9618448738e+06
1339386300,4.0157670237e+06
1339386600,2.2515019088e+06
1339386900,3.2583196035e+05
1339387200,3.4875202815e+05
1339387500,4.7407523373e+05
1339387800,4.9786364694e+05
1339388100,5.2159997558e+05
1339388400,6.5442088910e+05
1339388700,6.2721089881e+05
1339389000,8.7427125983e+06
1339389300,1.2077002151e+07
1339389600,6.6546948589e+05
1339389900,6.1955071040e+06
1339390200,8.2755556563e+06
1339390500,4.3161393905e+05
1339390800,2.3227094555e+05
1339391100,2.0856679428e+05
1339391400,2.1956015710e+05
1339391700,3.8122455229e+05
1339392000,4.1660970096e+05
1339392300,2.4054241392e+05
1339392600,2.4901773612e+05
1339392900,4.1678311345e+05
1339393200,6.2178009768e+06
1339393500,1.2807835384e+07
1339393800,6.7942473368e+06
1339394100,3.3183459575e+05
1339394400,3.2275169568e+05
1339394700,3.0738105978e+05
1339395000,3.1233713623e+05
1339395300,3.3093462235e+05
1339395600,2.7441666622e+05
1339395900,2.4146591830e+05
1339396200,1.3645686974e+05
1339396500,1.0867407551e+05
1339396800,2.5449183480e+05
1339397100,4.6927015218e+05
1339397400,8.6205231644e+04
1339397700,6.4326817494e+04
1339398000,,
1339398300,,
1339398600,,
1339398900,1.1111465696e+05
1339399200,5.7012709282e+04
1339399500,5.4027568331e+04
1339399800,5.8398373106e+04
1339400100,6.2779915932e+04
1339400400,8.1394791886e+04
1339400700,9.7548429262e+04
1339401000,6.0890229263e+04
1339401300,5.4596796753e+04
1339401600,6.8251508175e+04
1339401900,7.7327651376e+04
1339402200,1.5602292289e+07
1339402500,4.4141314167e+07
1339402800,5.3184225663e+07
1339403100,6.1417272731e+07
1339403400,7.6998083935e+07
1339403700,8.4707416193e+07
1339404000,8.0836837026e+07
1339404300,5.0745920514e+07
1339404600,1.6232601671e+07
1339404900,1.4290993665e+07
1339405200,8.2643638240e+06
1339405500,1.6203414707e+05
1339405800,6.8133341911e+04
1339406100,4.1502840567e+05
1339406400,9.2481150441e+05
1339406700,4.0213412694e+06
1339407000,8.5006871611e+06
1339407300,9.9127703075e+06
1339407600,8.6753353186e+06
1339407900,4.1680950724e+06
1339408200,3.2603100946e+06
1339408500,5.7813957626e+04
1339408800,1.0910354184e+05
1339409100,3.1212099480e+06
1339409400,5.3330748478e+06
1339409700,5.5613544164e+05
1339410000,5.4798835160e+06
1339410300,8.7284806575e+06
1339410600,1.2385572151e+06
1339410900,6.7041657211e+05
1339411200,7.6995119172e+06
1339411500,1.0136328134e+07
1339411800,1.2098220160e+05
1339412100,2.1441403608e+05
1339412400,2.1370311652e+05
1339412700,8.5400702602e+06
1339413000,1.3355826330e+07
1339413300,2.8863655547e+05
1339413600,1.1717340503e+07
1339413900,2.4401790741e+07
1339414200,1.6370774133e+07
1339414500,9.2942162260e+06
1339414800,5.7439252046e+06
1339415100,3.9858228520e+07
1339415400,6.0102159396e+07
1339415700,1.7575031249e+07
1339416000,1.4812784307e+07
1339416300,2.4919074905e+07
1339416600,1.1154372247e+07
1339416900,1.0959862020e+07
1339417200,2.0921401018e+07
1339417500,2.5773394749e+07
1339417800,3.3952491469e+07
1339418100,4.8310985671e+07
1339418400,7.7260723061e+07
1339418700,4.7519746791e+07
1339419000,5.2109141615e+07
1339419300,5.7078703077e+07
1339419600,5.1746977802e+07
1339419900,6.9051181370e+07
1339420200,7.5394604574e+07
1339420500,7.6738589977e+07
1339420800,7.4298204510e+07
1339421100,7.8972108684e+07
1339421400,8.0734745266e+07
1339421700,5.7026992064e+07
1339422000,6.0263814746e+07
1339422300,5.7392637882e+07
1339422600,6.9116641942e+07
1339422900,6.1166755967e+07
1339423200,3.8866287292e+07
1339423500,6.5581558998e+07
1339423800,6.3804083899e+07
1339424100,5.5987223092e+07
1339424400,7.0792073771e+07
1339424700,6.8224802482e+07
1339425000,6.3660110030e+07
1339425300,8.5516028784e+07
1339425600,9.1973884696e+07
1339425900,1.0484939636e+08
1339426200,8.5129292605e+07
1339426500,5.9561832639e+07
1339426800,6.6102115718e+07
1339427100,1.1687881151e+08
1339427400,1.4042332404e+08
1339427700,1.1206058564e+08
1339428000,8.3202297303e+07
1339428300,8.8696181088e+07
1339428600,8.7230531538e+07
1339428900,8.6029918869e+07
1339429200,9.7766887787e+07
1339429500,8.9235537923e+07
1339429800,8.1239207838e+07
1339430100,8.1629719237e+07
1339430400,7.0132944983e+07
1339430700,6.7929593014e+07
1339431000,6.7929593014e+07
1339431300,6.4160803781e+07
1339431600,5.9899719440e+07
1339431900,5.3512222471e+07
1339432200,5.8905685462e+07
1339432500,8.0638094557e+07
1339432800,8.5158243624e+07
1339433100,8.8895767455e+07
1339433400,5.6450059015e+07
1339433700,4.8294392807e+07
1339434000,3.9235936931e+07
1339434300,5.5161646252e+07
1339434600,1.0261852520e+08
1339434900,7.7031734172e+07
1339435200,3.6947248598e+07
1339435500,9.2084420548e+07
1339435800,1.7199782148e+08
1339436100,1.4494917248e+08
1339436400,9.2638212774e+07
1339436700,5.3310470478e+07
1339437000,5.0961533516e+07
1339437300,6.5363338036e+07
1339437600,6.4249856247e+07
1339437900,1.0105645765e+08
1339438200,1.3171460640e+08
1339438500,1.1900133423e+08
1339438800,9.2286843828e+07
1339439100,1.1349468042e+08
1339439400,1.1546569523e+08
1339439700,1.5323252768e+08
1339440000,1.8832939586e+08
1339440300,1.5166574440e+08
1339440600,1.4174869267e+08
1339440900,1.6002186436e+08
1339441200,1.4647783997e+08
1339441500,5.2752679212e+07
1339441800,5.9503727425e+07
1339442100,6.9652856401e+07
1339442400,7.9250852905e+07
1339442700,8.0492221055e+07
1339443000,9.5387384416e+07
1339443300,9.1335175291e+07
1339443600,1.0846056229e+08
1339443900,1.2003549096e+08
1339444200,7.6306008415e+07
1339444500,7.6546924906e+07
1339444800,1.2489159036e+08
1339445100,1.6111887078e+08
1339445400,1.1465584824e+08
1339445700,7.4903018765e+07
1339446000,5.8544496583e+07
1339446300,6.2617510428e+07
1339446600,6.4859157406e+07
1339446900,5.8928563414e+07
1339447200,4.2057415040e+07
1339447500,4.9524090278e+07
1339447800,6.7358020999e+07
1339448100,5.4762876356e+07
1339448400,5.8689424404e+07
1339448700,7.8202769646e+07
1339449000,6.8290449468e+07
1339449300,8.6019455335e+07
1339449600,8.5769353308e+07
1339449900,6.0503081521e+07
1339450200,5.5279726598e+07
1339450500,8.5508928663e+07
1339450800,6.5955275185e+07
1339451100,3.9540244665e+07
1339451400,4.8229516601e+07
1339451700,7.2870210671e+07
1339452000,6.5334972353e+07
1339452300,6.1431304945e+07
1339452600,5.4645218515e+07
1339452900,5.2067033283e+07
1339453200,5.4386988076e+07
1339453500,4.3740651124e+07
1339453800,4.4642835700e+07
1339454100,5.6351319944e+07
1339454400,8.6072943302e+07
1339454700,6.2078017938e+07
1339455000,2.6805392940e+07
1339455300,2.8493802743e+07
1339455600,2.6325220651e+07
1339455900,3.1210532502e+07
1339456200,3.5568552680e+07
1339456500,3.3079977466e+07
1339456800,3.5633043884e+07
1339457100,2.5444979301e+07
1339457400,2.7262802080e+07
1339457700,4.1737782006e+07
1339458000,5.8509122012e+07
1339458300,6.8954235171e+07
1339458600,4.2211448190e+07
1339458900,1.7384181494e+07
1339459200,1.7115769635e+07
1339459500,1.7286297736e+07
1339459800,3.5604707226e+07
1339460100,3.7048357910e+07
1339460400,3.8106535363e+06
1339460700,9.8922461289e+06
1339461000,1.4658672449e+07
1339461300,1.0251314464e+07
1339461600,1.1555784568e+07
1339461900,2.8210826548e+06
1339462200,2.7279687109e+07
1339462500,4.2756561707e+07
1339462800,3.7273202887e+06
1339463100,2.3656260933e+06
1339463400,4.2962685500e+06
1339463700,7.3270631850e+06
1339464000,1.5355111225e+07
1339464300,2.7607784335e+07
1339464600,1.3257358906e+06
1339464900,3.0780680175e+06
1339465200,1.2271234788e+06
1339465500,3.5500280919e+06
1339465800,1.0384256738e+07
1339466100,4.2484165163e+06
1339466400,2.1475455287e+07
1339466700,2.4699456835e+06
1339467000,2.4358041417e+06
1339467300,7.2213323610e+05
1339467600,1.9012669170e+06
1339467900,7.3044391814e+05
1339468200,4.7470510433e+06
1339468500,2.7074945674e+07
1339468800,1.5837118751e+07
1339469100,2.5753684662e+07
1339469400,1.9342717414e+06
1339469700,1.9587439884e+06
1339470000,2.3738467440e+06
1339470300,1.8756840959e+06
1339470600,2.0374423185e+07
1339470900,3.5191329497e+07
1339471200,8.9263321026e+06
1339471500,4.6428096566e+05
1339471800,3.5968927035e+05
1339472100,5.7638251101e+05
1339472400,5.3011841526e+05
1339472700,5.8623392827e+05
1339473000,2.8811053494e+06
1339473300,4.5229721544e+06
1339473600,5.9083552279e+05
1339473900,2.8092117804e+06
1339474200,4.7880876973e+06
